id,cafe_id,image_url,main_image
20210,10070,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10070/3.jpg,FALSE
20211,10071,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10071/1.jpg,TRUE
20212,10071,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10071/2.jpg,FALSE
20213,10071,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10071/3.jpg,FALSE
20214,10072,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10072/1.jpg,TRUE
20215,10072,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10072/2.jpg,FALSE
20216,10072,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10072/3.jpg,FALSE
20217,10073,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10073/1.jpg,TRUE
20218,10073,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10073/2.jpg,FALSE
20219,10073,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10073/3.jpg,FALSE
20220,10074,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10074/1.jpg,TRUE
20221,10074,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10074/2.jpg,FALSE
20222,10074,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10074/3.jpg,FALSE
20223,10075,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10075/1.jpg,TRUE
20224,10075,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10075/2.jpg,FALSE
20225,10075,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10075/3.jpg,FALSE
20226,10076,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10076/1.jpg,TRUE
20227,10076,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10076/2.jpg,FALSE
20228,10076,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10076/3.jpg,FALSE
20229,10077,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10077/1.jpg,TRUE
20230,10077,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10077/2.jpg,FALSE
20231,10077,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10077/3.jpg,FALSE
20232,10078,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10078/1.jpg,TRUE
20233,10078,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10078/2.jpg,FALSE
20234,10078,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10078/3.jpg,FALSE
20235,10079,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10079/1.jpg,TRUE
20236,10079,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10079/2.jpg,FALSE
20237,10079,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10079/3.jpg,FALSE
20238,10080,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10080/1.jpg,TRUE
20239,10080,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10080/2.jpg,FALSE
20240,10080,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10080/3.jpg,FALSE
20241,10081,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10081/1.jpg,TRUE
20242,10081,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10081/2.jpg,FALSE
20243,10081,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10081/3.jpg,FALSE
20244,10082,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10082/1.jpg,TRUE
20245,10082,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10082/2.jpg,FALSE
20246,10082,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10082/3.jpg,FALSE
20247,10083,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10083/1.jpg,TRUE
20248,10083,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10083/2.jpg,FALSE
20249,10083,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10083/3.jpg,FALSE
20250,10084,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10084/1.jpg,TRUE
20251,10084,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10084/2.jpg,FALSE
20252,10084,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10084/3.jpg,FALSE
20253,10085,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10085/1.jpg,TRUE
20254,10085,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10085/2.jpg,FALSE
20255,10085,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10085/3.jpg,FALSE
20256,10086,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10086/1.jpg,TRUE
20257,10086,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10086/2.jpg,FALSE
20258,10086,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10086/3.jpg,FALSE
20259,10087,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10087/1.jpg,TRUE
20260,10087,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10087/2.jpg,FALSE
20261,10087,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10087/3.jpg,FALSE
20262,10088,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10088/1.jpg,TRUE
20263,10088,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10088/2.jpg,FALSE
20264,10088,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10088/3.jpg,FALSE
20265,10089,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10089/1.jpg,TRUE
20266,10089,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10089/2.jpg,FALSE
20267,10089,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10089/3.jpg,FALSE
20268,10090,https://semothon-places.s3.ap-northeast-2.amazonaws.com/cafes/10090/1.jpg,TRUE
